99.6	3.0	0.0
149.4	23.0	19.0
199.2	4.0	2.0
249.0	10.0	11.0
298.8	4.0	5.0
348.6	2.0	12.0
398.4	3.0	0.0
448.2	2.0	0.0
498.0	1.0	4.0
547.8	2.0	9.0
597.6	3.0	0.0
647.4	4.0	1.0
697.2	4.0	1.0
747.0	7.0	7.0
796.8	8.0	8.0
846.6	9.0	6.0
896.4	7.0	10.0
946.2	7.0	5.0
996.0	3.0	4.0
1045.8	2.0	10.0
1095.6	6.0	4.0
1145.4	3.0	1.0
1195.2	7.0	6.0
1245.0	5.0	12.0
1294.8	10.0	9.0
1344.6	6.0	11.0
1394.4	6.0	14.0
1444.2	3.0	6.0
1494.0	3.0	1.0
1543.8	0.0	1.0
1593.6	2.0	2.0
1643.4	2.0	3.0
1693.2	10.0	7.0
1743.0	5.0	6.0
1792.8	9.0	3.0
1842.6	6.0	3.0
1892.4	5.0	7.0
1942.2	3.0	1.0
1992.0	6.0	3.0
2041.8	5.0	7.0
2091.6	9.0	7.0
2141.4	5.0	7.0
2191.2	6.0	4.0
2241.0	7.0	8.0
2290.8	5.0	4.0
2340.6	6.0	8.0
2390.4	5.0	4.0
2440.2	5.0	7.0
2490.0	6.0	7.0
2539.8	3.0	2.0
2589.6	5.0	2.0
2639.4	5.0	8.0
2689.2	6.0	5.0
2739.0	5.0	6.0
2788.8	6.0	5.0
2838.6	3.0	1.0
2888.4	6.0	6.0
2938.2	1.0	5.0
2988.0	3.0	0.0
3037.8	5.0	1.0
3087.6	1.0	6.0
3137.4	6.0	8.0
3187.2	8.0	8.0
3237.0	11.0	5.0
3286.8	5.0	10.0
3336.6	3.0	6.0
3386.4	4.0	2.0
3436.2	4.0	7.0
3486.0	5.0	6.0
3535.8	3.0	3.0
3585.6	6.0	2.0
3635.4	7.0	11.0
3685.2	9.0	8.0
3735.0	4.0	7.0
3784.8	5.0	5.0
3834.6	5.0	5.0
3884.4	7.0	3.0
3934.2	5.0	9.0
3984.0	7.0	5.0
4033.8	7.0	8.0
4083.6	6.0	7.0
4133.4	6.0	4.0
4183.2	2.0	4.0
4233.0	6.0	4.0
4282.8	9.0	3.0
4332.6	10.0	5.0
4382.4	8.0	11.0
4432.2	4.0	12.0
4482.0	4.0	6.0
4531.8	4.0	6.0
4581.6	9.0	3.0
4631.4	5.0	3.0
4681.2	4.0	2.0
4731.0	5.0	1.0
4780.8	3.0	11.0
4830.6	2.0	3.0
4880.4	5.0	3.0
4930.2	9.0	3.0
4980.0	3.0	5.0
5029.8	2.0	1.0
5079.6	5.0	3.0
5129.4	6.0	10.0
5179.2	2.0	12.0
5229.0	5.0	8.0
5278.8	5.0	9.0
5328.6	14.0	9.0
5378.4	9.0	8.0
5428.2	3.0	4.0
5478.0	1.0	4.0
5527.8	3.0	2.0
5577.6	3.0	3.0
5627.4	11.0	2.0
5677.2	5.0	1.0
5727.0	2.0	2.0
5776.8	3.0	7.0
5826.6	3.0	6.0
5876.4	3.0	2.0
5926.2	2.0	1.0
5976.0	4.0	8.0
6025.8	5.0	8.0
6075.6	4.0	0.0
6125.4	2.0	1.0
6175.2	5.0	9.0
6225.0	5.0	6.0
6274.8	6.0	6.0
6324.6	5.0	2.0
6374.4	6.0	11.0
6424.2	8.0	5.0
6474.0	6.0	10.0
6523.8	9.0	6.0
6573.6	5.0	11.0
6623.4	7.0	5.0
6673.2	5.0	4.0
6723.0	4.0	9.0
6772.8	4.0	6.0
6822.6	10.0	4.0
6872.4	8.0	2.0
6922.2	3.0	8.0
6972.0	6.0	5.0
7021.8	8.0	11.0
7071.6	8.0	8.0
7121.4	8.0	10.0
7171.2	5.0	7.0
7221.0	8.0	7.0
7270.8	10.0	3.0
7320.6	11.0	9.0
7370.4	6.0	5.0
7420.2	8.0	8.0
7470.0	6.0	14.0
7519.8	5.0	11.0
7569.6	4.0	10.0
7619.4	5.0	5.0
7669.2	7.0	11.0
7719.0	3.0	4.0
7768.8	7.0	3.0
7818.6	4.0	4.0
7868.4	7.0	3.0
7918.2	2.0	1.0
7968.0	1.0	9.0
8017.8	3.0	4.0
8067.6	2.0	4.0
8117.4	4.0	2.0
8167.2	3.0	3.0
8217.0	3.0	3.0
8266.8	7.0	2.0
8316.6	7.0	10.0
8366.4	11.0	12.0
8416.2	9.0	4.0
8466.0	10.0	4.0
8515.8	11.0	2.0
8565.6	8.0	6.0
8615.4	4.0	8.0
8665.2	9.0	4.0
8715.0	7.0	7.0
8764.8	8.0	3.0
8814.6	3.0	9.0
8864.4	5.0	10.0
8914.2	6.0	10.0
8964.0	9.0	5.0
9013.8	7.0	9.0
9063.6	10.0	8.0
9113.4	5.0	5.0
9163.2	7.0	8.0
9213.0	8.0	9.0
9262.8	5.0	9.0
9312.6	10.0	8.0
9362.4	14.0	3.0
9412.2	10.0	9.0
9462.0	12.0	5.0
9511.8	5.0	5.0
9561.6	9.0	5.0
9611.4	9.0	8.0
9661.2	9.0	7.0
9711.0	7.0	4.0
9760.8	10.0	7.0
9810.6	5.0	14.0
9860.4	7.0	16.0
9910.2	5.0	14.0
9960.0	7.0	9.0
10009.8	4.0	6.0
10059.6	4.0	9.0
10109.4	6.0	5.0
10159.2	5.0	5.0
10209.0	7.0	7.0
10258.8	7.0	6.0
10308.6	7.0	4.0
10358.4	4.0	7.0
10408.2	4.0	9.0
10458.0	6.0	6.0
10507.8	15.0	2.0
10557.6	13.0	4.0
10607.4	10.0	7.0
10657.2	7.0	9.0
10707.0	9.0	12.0
10756.8	7.0	4.0
10806.6	8.0	8.0
10856.4	3.0	7.0
10906.2	4.0	7.0
10956.0	8.0	6.0
11005.8	3.0	2.0
11055.6	11.0	7.0
11105.4	4.0	4.0
11155.2	4.0	4.0
11205.0	10.0	4.0
11254.8	6.0	7.0
11304.6	4.0	0.0
11354.4	4.0	0.0
11404.2	2.0	3.0
11454.0	6.0	12.0
11503.8	4.0	0.0
11553.6	4.0	0.0
11603.4	5.0	4.0
11653.2	7.0	8.0
11703.0	7.0	10.0
